IdCFC;Situacao;Aprovados;NomeFantasia;RazaoSocial;CNPJ;Endereco;Numero;Bairro;Municipio;Telefone;Tipo;PessoaComDeficiencia;Recliclagem;Simulador
0000041368;Baixada;0;Ae Sao Lucas;Cfc B Auto Moto Escola Sao Lucas S/c Ltda;00000000000000;Av Washington Luiz;75;Centro;Cerquilho;(015) 2842-352;Teorico;Nao;Nao;Sim
0001001669;Bloqueado;75;Ae Snoopy;Centro De Formacao De Condutores Fr Ltda Me;07330221000177;Av Inocencio Serafico;1679;Vl Silviania;Carapicuiba;(011) 4184-5636;Pratico;Nao;Nao;Nao
0000401557;Baixada;0;Ae Universo Unid Ii;Centro De F De Condutores Universo Ltda Me Filial;02224922000299;Rua Joao Previtalle Lt 24 Qd B;1;Jdm Samambaia;Valinhos;(019) 3869-8161;Pratico;Nao;Nao;Nao
0000101193;Bloqueado;100;Ae Venancio & Santos;Cfc Venancio & Santos Sc Ltda;04226748000168;Rua Rubens Pupo;163;Centro;Vera Cruz;(014) 4621-991;Teorico;Nao;Sim;Nao
0000131018;Baixada;64;Ae Vila Augusta;Auto Escola Vila Augusta Ltda;51369247000110;Av Jose Brumatti;2640;Jd Sto Expedito;Guarulhos;(011) 2440-8695;Pratico;Nao;Nao;Nao
0001000143;Baixada;0;Ae Visao;Batista & Souza Sc Ltda;00000000000000;R Major Moura Matos;721;Vl Rezende;Franca;(016) 3721-3382;Pratico;Nao;Nao;Sim
0000040339;Bloqueado;0;Afonso E Afonso Ltda;Afonso E Afonso Ltda;05553173000150;Rua Domingos Fernandes Alonso;578;Centro;Jose Bonifacio;(017) 3245-4377;Pratico;Nao;Nao;Nao
0000700213;Baixada;0;Agace;C F C Agace Itapeva Ltda Me;00000000000000;Rua Coronel Crescencio;186;Centro;Itapeva;(015) 0;Pratico;Nao;Nao;Sim
0000312033;Bloqueado;0;Agili;Auto Moto Escola Conquista Lta Me;10874054000130;Est Ana Procopio De Moraes;7020;Fazendinha;Santana De Parnaiba;(011) 4156-3402;Pratico;Nao;Nao;Nao
0006071018;Baixada;0;Agrupauto;C F C De Guarulhos Ltda;03524728000100;Rua Luiz Faccini;400;Centro;Guarulhos;(011) 2090-670;Teorico;Nao;Nao;Nao
0000190136;Bloqueado;0;Aguia Do Vale;Centro De Formacao Condutores B Aguia Do Vale Ltda;00581578000189;Rua Barao Da Pedra Negra;441;Centro;Taubate;(012) 3426-0581;Pratico;Nao;Nao;Nao
0000460899;Bloqueado;0;Albatran Cfc A;C F C A Santos E Andrade Ltda;16963786000182;Av Prestes Maia Loja 6;56;Centro;Caraguatatuba;(012) 3883-5585;Teorico;Nao;Nao;Nao
0001300087;Baixada;0;Alcance Auto Moto Es;Silva & Grela - Auto Moto Escola Ltda;00000000000000;R Voluntarios De Piracicaba;939;Centro;Piracicaba;(019) 0;Pratico;Nao;Nao;Sim
0000941753;Suspensa;59;Alemao;Escola Alemao Ltda Me;14692242000106;Av Brasil;54;Jd Rainha;Itapevi;(011) 4141-5942;Pratico;Nao;Nao;Nao
0000071984;Bloqueado;0;Alianca;Centro De Formacao De Condutores;07433688000142;Rua Rio Branco;264;Centro;Ipero;(015) 3266-1629;Teorico;Nao;Nao;Nao
0000041984;Bloqueado;0;Alianca Auto Escola;Ademar Soares Garrote Me;05644341000113;Rua Rio Branco        sala 07;136;Centro;Ipero;(015) 3266-1629;Pratico;Nao;Nao;Nao
0000610864;Bloqueado;0;Almeida Gomes;Almeida Gomes Auto Moto Escola S/c Ltda;02207976000165;Rua Rio Branco;105;Centro;Maua;(011) 4514-5868;Pratico;Nao;Nao;Nao
0000130108;Baixada;100;Alpha;Alpha Centro De Formacao De Condutores Ltda;03676468000199;Rua Pedro Americo;117;Campo Grande;Santos;(013) 3232-7715;Teorico;Nao;Nao;Nao
0000280759;Bloqueado;0;Alternativa;Jeferson Marrafon Me;07571783000102;Rua Humaita;215;Centro;Tatui;(015) 3305-2549;Pratico;Nao;Nao;Nao
0001210045;Bloqueado;0;Alternativa;Centro Form Cond Auto Moto Esc Alternativa Ltda;00000000000000;R Bernardino De Campos;1072;Centro;Campinas;(019) 2317-525;Pratico;Nao;Nao;Sim
0001000164;Baixada;100;Alto Giro;Centro De Formacao De Condutores Alto Giro;00000000000000;Av Olavo Guimaraes;119;Vl Arens;Jundiai;(011) 4526-7588;Pratico;Nao;Nao;Sim
0000191361;Bloqueado;0;Alvorada;Centro De Formacao De Condutores A Rosalin Ltda Me;08699579000134;Rua Braulio Modesto De Abreu;125;Jd Primavera;Dourado;(016) 3344-1503;Teorico;Nao;Nao;Nao
0000401564;Bloqueado;0;Alvorada Filial;Everson J Santos & Cia Ltda Me;05453664000553;Av Padroeira Do Brasil;654;Aroeira;Aparecida;(012) 3105-5066;Pratico;Nao;Nao;Nao
0000101067;Baixada;0;Alvorada Rally;Cfc Ar Eirelli Epp;00000000000000;Rua Barao Rio Branco;444;Centro;Fartura;(014) 9801-3626;Teorico e prático;Nao;Nao;Sim
0000011732;Baixada;0;Amarelinho;Auto Escola Amarelinho S/c Ltda;00000000000000;Rua Floriano Peixoto;1242;Centro;Brodowski;(016) 6642-562;Pratico;Nao;Nao;Sim
0033010122;Baixada;0;Ame Aprendiz;Cfc B Oliveira Lopes Ltda Me;00000000000000;Av Primavera De Caiena;302;Pq Sta Madalena;Sao Paulo;(011) 2702-3917;Teorico;Nao;Nao;Sim
0029740122;Bloqueado;0;Ame Da Villa;C F C B Tatymar Sc Ltda;00000000000000;Av. Yervant Kissajikian;1705;V Joaniza;Sao Paulo;(011) 5678-4427;Teorico;Nao;Nao;Sim
0000490248;Bloqueado;0;Ame Futura;Cfc Rigo E Assis Ltda;09353670000166;Rua 13;488;Estadio;Rio Claro;(019) 3532-4764;Pratico;Nao;Nao;Nao
0021400122;Baixada;0;Ame Gaby;Auto Moto Escola Bigas Sc Ltda;00000000000000;Av Parada Pinto;2304;Vl N Cachoeira;Sao Paulo;(011) 2233-0774;Pratico;Nao;Nao;Sim
0036010122;Baixada;0;Ame Gaby;Cfc Do Futuro Iii Ltda;00000000000000;Avenida Itaberaba;1598;Freguesia Do O;Sao Paulo;(011) 6283-5133;Teorico;Nao;Nao;Sim
0016150122;Bloqueado;0;Ame Golfinho Ltda;Ame Golfinho Ltda;67874016000102;Rua Maria Eugenia Celso;72;Artur Alvim;Sao Paulo;(011) 6741-9513;Pratico;Nao;Nao;Nao
0033670122;Baixada;0;Ame Itamaraty;Ja Cfc B Ltda Me;09632439000101;Praca Silva Teles;36;Itaim Paulista;Sao Paulo;(011) 2561-0761;Pratico;Nao;Nao;Nao
0022390122;Baixada;0;Ame J R;Auto Moto Escola Jr Eirele Ltda;02635075000174;Rua Amador Bueno;189;Sto Amaro;Sao Paulo;(011) 3368-4830;Pratico;Nao;Nao;Nao
0041170122;Suspensa;54;Ame Jet A/b;Gabriel Aparecido Eleuterio Pinto;24396573000225;Av Yervant Kissajikian;2217;Americanopolis;Sao Paulo;(011) 5625-4413;Teorico e prático;Nao;Nao;Sim
0034600122;Bloqueado;0;Ame Neutuno Ii;Cfc B Netuno Ii Ltda Me;10738161000130;Rua Domingos De Moraes;2789;Vila Mariana;Sao Paulo;(011) 5082-2286;Pratico;Nao;Nao;Nao
0021550122;Baixada;0;Ame Nova Aclimacao;Cfc Nova Aclimacao Ltda Me;00000000000000;Av Lins Vasconcelos;2424;V Mariana;Sao Paulo;(011) 5731-438;Pratico;Nao;Nao;Sim
0031330122;Baixada;0;Ame Nova Suprema;Cfc Lr Ltda Me;00000000000000;Est Campo Limpo;4424;Jd Catanduva;Sao Paulo;(011) 4137-2996;Pratico;Nao;Nao;Sim
0026290122;Baixada;0;Ame Phoenix;Ame Phoneix Soc Simples Ltda;00000000000000;Rua Salete;31;Santana;Sao Paulo;(011) 6979-9868;Pratico;Nao;Nao;Sim
0032350122;Baixada;0;Ame Reis Dos Reis;Cfc B Reis Dos Reis Ltda Me;07775875000104;Rua Maria Eugenia Celso;79;Vl Granada;Sao Paulo;(011) 3539-5733;Pratico;Nao;Nao;Nao
0036490122;Baixada;0;Ame Sandro;Cfc Isabela Ltda Me;00000000000000;Av Carlos Lacerda;2049;Pirajussara;Sao Paulo;(011) 5821-6278;Teorico;Nao;Nao;Sim
0016330122;Baixada;0;Ame Yuri;Auto Moto Escola Yuri Ii Ltda;69011708000144;Est Do M Boi Mirim;1348;Jd Klein;Sao Paulo;(011) 5515-1031;Pratico;Nao;Nao;Sim
0032110122;Bloqueado;0;Ame Yuri;Cfc B Nova Geracao Ss Ltda;05867362000106;R Joao Da Cruz E Souza;297;Jd Das Rosas;Sao Paulo;(011) 5825-8536;Pratico;Nao;Nao;Sim
0001661081;Baixada;0;Analice;Elizabeth Encarnacao Ivaldo Osasco;04691319000161;Rua Primitiva Vianco;233;Jd Sabara;Osasco;(011) 2822-0119;Pratico;Nao;Nao;Sim
0000131914;Baixada;0;Ancar;Centro De Formacao De Condutores Ancar Sc Ltda;00000000000000;Rua Sao Sebastiao - Fundos;226;Centro;Artur Nogueira;(019) 3877-2139;Teorico;Nao;Nao;Sim
0001120164;Baixada;0;Anchieta;Auto Moto Escola Anchieta Ltda - Me;00000000000000;Rua Ibipora;407;Vila Comercial;Jundiai;(011) 4587-3480;Pratico;Nao;Nao;Sim
0005591018;Baixada;0;Andorinha Formando Condutores S/s Ltda.;Andorinha Formando Condutores S/s Ltda.;11816156000161;Ladeira Campos Sales;71;Centro;Guarulhos;(011) 2440-3077;Pratico;Nao;Nao;Nao
0000491018;Baixada;0;Andorinha I;Andorinha  c F C  s/c Ltda;03343518000116;Lad Campos Sales;71;Centro;Guarulhos;(011) 2440-3077;Pratico;Nao;Nao;Nao
0000220857;Baixada;0;Andre Auto Escola;Andre Centro De Formacao De Condutores S/c Ltda;00000000000000;Rua Rui Barbosa;1380;Vl Sta Cruz;Matao;(016) 2824-491;Pratico;Nao;Nao;Sim
0000131347;Bloqueado;73;Anezio Vivan & Duarte Ltda Me;Anezio Vivan & Duarte Ltda Me;08621382000182;Rua Joaquim Bento Alves;410;Centro;Uchoa;(017) 3826-3305;Teorico;Nao;Sim;Sim
0000641081;Baixada;0;Anhanguera Junior;Centro De Formc De Cond Anhanguera Junior Ltda Me;00000000000000;Rua Melvin Jones;79;Centro;Osasco;(000) 7081-0394;Pratico;Nao;Nao;Sim
0006310122;Baixada;0;Anna Da Conceicao Goncalves;Anna Da Conceicao Goncalves;00000000000000;Av Rio Das Pedras;1029;Aricanduva;Sao Paulo;(011) 2716-469;Pratico;Nao;Nao;Sim
0000190668;Bloqueado;0;Antares Cfc;Antares Cfc A S/s Ltda Me;06813758000125;R Joao Paulino De Carvalho;148;Joao De Souza;Sao Jose Do Rio Pardo;(011) 3627-7000;Teorico;Nao;Sim;Sim
0000881718;Bloqueado;0;Aparecida;Cfc A E B America S S Ltda Me;47013560000144;Av Paraibuna;355;Jd America I;Varzea Paulista;(011) 4595-3291;Pratico;Nao;Nao;Nao
0002081662;Bloqueado;0;Aprendiz;Niva.s Centro De Formacao De Condutores Ltda;11184908000119;Av Fagundes De Oliveira;270;Piraporinha;Diadema;(011) 4066-5541;Pratico;Nao;Nao;Nao
0000281263;Bloqueado;79;Aprendiz Auto Escola;Aprendiz C.f.c Categ A De Pres Epitacio Ltda Me;22948433000106;Rua Maceio;661;Centro;Presidente Epitacio;(018) 3251-3404;Teorico;Nao;Nao;Nao
0000010010;Baixada;100;Araraquarense;Cfc Nova Opcao Araraquarense Sc Ltda;00000000000000;Av Brasil;367;Centro;Araraquara;(016) 3333-7141;Teorico;Nao;Nao;Sim
0000580010;Bloqueado;0;Araraquarense;Cfc Nova Opcao Araraquarense Sc Ltda;00000000000000;R Sao Bento;1604;Centro;Araraquara;(016) 2357-873;Teorico;Nao;Nao;Sim
0000011116;Baixada;100;Arco Iris Cfc A;Centro Formacao Condutores Arco Iris;00000000000000;Rua Sao Goncalo;85;Centro;Sao Sebastiao;(012) 4521-724;Teorico;Nao;Nao;Sim
0000130178;Baixada;0;Ari Auto Escola;Ariovaldo Brocco;00000000000000;Rua Conde Do Pinhal;3200;Centro;Sao Carlos;(016) 2717-282;Pratico;Nao;Nao;Sim
0000100710;Baixada;50;Asa Branca;Carlos Eduardo Camargo Rosa Auto Escola-me;00000000000000;Rua Bento Viana;992;Centro;Sao Vicente;(013) 4697-877;Pratico;Nao;Nao;Sim
0000342166;Baixada;0;Assoc Auto Escolas;Cfc Cat "a" Nn Ltda Me;00000000000000;Av Dr Alipio Ferreira;430;Centro;Piracaia;(011) 4036-3216;Teorico;Nao;Nao;Sim
0000250843;Baixada;0;Atento;Atento Centro De Formacao De Condutores Ltda Me;00000000000000;Rua Jeremias De Paula Eduardo;1749;Centro;Monte Alto;(016) 3242-8457;Teorico e prático;Nao;Nao;Sim
0000280843;Baixada;0;Atento;Atento Centro De Formacao De Condutores Ltda Me;00000000000000;Rua Jose Cupertino Botto;503;Centro;Monte Alto;(016) 3242-8457;Teorico;Nao;Sim;Sim
0000941081;Baixada;0;Atlanta;Centro De Formacao De Condutores Armando Cominato;00000000000000;R Adolfo Bozzi;456;V Osasco;Osasco;(011) 7083-6318;Pratico;Nao;Nao;Sim
0039820122;Bloqueado;0;Atlantica Ii Cfc;Atlantica Ii Centro De Formacao De Condutores Ltda;20262933000164;Av Atlantica;2119;Jd Tres Marias;Sao Paulo;(011) 3729-3700;Pratico;Nao;Nao;Nao
0000820766;Baixada;0;Atual;Atual;06880548000150;R Nove De Julho;426;Centro;Indaiatuba;(019) 3894-5389;Pratico;Nao;Nao;Nao
0001091081;Baixada;0;Atual;Centro De Formacao De Condutores Atual Ltda;00000000000000;Av Joao Batista;286;Centro;Osasco;(011) 7084-1711;Pratico;Nao;Nao;Sim
0016030122;Bloqueado;0;Atual;Auto Escola San Remo Ii Ltda Me;68465673000150;Rua Do Manifesto;2158;Ipiranga;Sao Paulo;(011) 2158-675;Pratico;Nao;Nao;Nao
0000190003;Bloqueado;0;Atual Auto Escola;Atual Auto Escola Sc Ltda Me;02954361000100;R Do Fico;530;Santana;Aracatuba;(018) 6242-400;Pratico;Nao;Nao;Nao
0000130150;Baixada;0;Au Mot Esc Chavantes;Auto Moto Escola Chavantes Sc Ltda;54711882000122;R Cel Julio Silva;546;Centro;Chavantes;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000491676;Baixada;0;Aurelio;Cfc Aurelio S/c Ltda;00000000000000;Av Xv De Novembro;3949;Centro;Itapecerica Da Serra;(011) 7947-3337;Teorico;Nao;Nao;Sim
0002470122;Bloqueado;0;Auri Verde;Beneton E Beneton Sc Ltda;58370966000109;Rua Auri Verde;1116;V Carioca;Sao Paulo;(011) 2151-282;Pratico;Nao;Nao;Nao
0000491753;Bloqueado;0;Aut E Estrela Dalva;Centro De Formacao De Cond B Estrela Dalva Ltda Me;07414761000139;R Bonifacio De Abreu;500;Pq Itamaraty;Itapevi;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000071613;Bloqueado;0;Aut Es Rodas De Ouro;Ferreira & Martins Centro De Form De Cond Ltda Me;07859552000107;Rua Xv De Novembro;320;Centro;Valparaiso;(011) 3627-7000;Pratico;Nao;Nao;Sim
0003432306;Bloqueado;0;Aut Esc Ana Cris Ii;Cfc Auto Escola Daniel & Ana Ltda Me;22266277000101;Av Monteiro Lobato;7866;Bal Itaoca;Mongagua;(013) 3493-8103;Pratico;Nao;Nao;Nao
0000040563;Baixada;0;Aut Esc Bandeirantes;Auto Escola Bandeirantes Sociedade Simples Ltda;00000000000000;Av Pres Vargas;563;Centro;Osvaldo Cruz;(018) 3528-1029;Teorico;Nao;Nao;Sim
0004720101;Bloqueado;0;Aut Esc Liberdade Ii;Cfc B Lorenceti E Lima Ltda Me;11746370000350;Av Dom Pedro I;835;Ipiranga;Ribeirao Preto;(016) 3610-4006;Pratico;Nao;Nao;Sim
0000850094;Bloqueado;0;Aut Esc Nova Geracao;Centro Form De Cond De Veic N Geracao Ss Ltda Me;09505148000152;Rua Joaquim Nabuco;435;Centro;Presidente Prudente;(018) 3222-8950;Pratico;Nao;Nao;Nao
0000190381;Baixada;0;Aut Esc Org Geraldo;Cfcb Geraldo Henriques & Filhos Ltda;00000000000000;Rua Campos Sales;682;Centro;Taquaritinga;(016) 3252-2511;Pratico;Nao;Nao;Sim
0000102047;Bloqueado;0;Aut Esc Rio Da Praia;Brito E Costa Soares Centro De Form Cond Ltda;06007522000100;Rua Profa Francisca M Cunha;245;Rio Da Praia;Bertioga;(013) 3317-2312;Pratico;Nao;Nao;Nao
0000162208;Baixada;0;Aut Esc Souza Car;Ct De Form De Cond B Auto Escola Souza Car Ltda Me;00000000000000;Rua Cassiano Maciel Pontes;230;Centro;Jaci;(017) 3283-1300;Pratico;Nao;Nao;Sim
0000370038;Bloqueado;100;Aut Escola Bons Ares;Cfc Sanche & Sanches Ltda Me;03573754000129;Dr Cardoso De Almeida;1520;Centro;Botucatu;(014) 3814-1577;Pratico;Nao;Nao;Nao
0000431046;Baixada;0;Aut Escola Confianca;Centro De Formacao De Condutores Tansani Ltda Me;09146354000113;Rua Amador Bueno;160;Centro;Sao Roque;(011) 4712-7548;Pratico;Nao;Nao;Sim
0000461046;Baixada;0;Aut Escola Diferenca;Centro De Formacao De Condutores Diferenca Ltda Me;11340611000103;Rua Enrico Dell Acqua;121;Centro;Sao Roque;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000012285;Bloqueado;0;Aut M E Cfc Rosana;Geny Coelho De Oliveira E Cia Ltda Me;01894581000115;Av Abrahao Jose De Lima;663;Centro;Guapiacu;(017) 2671-919;Pratico;Nao;Nao;Nao
0000012047;Bloqueado;0;Aut Mot Esc Bertioga;Auto Moto Escola Bertioga Ltda-me;66505306000108;Av Anchieta;2241;Jd Paulista;Bertioga;(013) 3171-222;Pratico;Nao;Nao;Nao
0001721669;Bloqueado;0;Aut Mot Esc Ferrari;Alaide Da Cruz Silva Me;10317802000264;Av Com Dante Carraro;423;Cid Aristono;Carapicuiba;(011) 4202-7837;Pratico;Nao;Nao;Nao
0000251753;Bloqueado;0;Aut Mot Esc Poderosa;Auto Moto Escola Poderosa Ltda Me;65706566000189;R Presidente Vargas;5;Centro;Itapevi;(011) 4263-718;Pratico;Nao;Nao;Nao
0000641753;Bloqueado;0;Aut Moto Esc Minerva;Minerva De Souza Franca Formacao De Condutores Me;08595099000123;Av Luiz Manfrinato;174;Centro;Itapevi;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000371767;Baixada;0;Aut Moto Esc Sandro;Sandro Centro De Formacao De Condutores;00000000000000;Estr De Itap A C Limpo;1024;J Sto Eduardo;Embu Das Artes;(011) 7962-2956;Teorico;Nao;Nao;Sim
0000581753;Bloqueado;0;Aut Moto Escola Deva;Cfc B Deva Formacao De Condutores Ltda Me;07887298000142;R Agostinho F Campos;14;Cid Saude;Itapevi;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000071263;Baixada;0;Aut Moto Escola Nira;Nira Auto Moto Escola Sc Ltda Me;00000000000000;Av Pres Vargas;307;Centro;Presidente Epitacio;(018) 2816-923;Pratico;Nao;Nao;Sim
0004630122;Bloqueado;0;Auto  escola Cometa Sc Ltda;Auto  escola Cometa Sc Ltda;00000000000000;R Angelo Aparecido Santos Dias;395;Ps Jorge;Sao Paulo;(011) 3782-7191;Teorico;Nao;Nao;Sim
0002620143;Baixada;0;Auto Auto Escola;Auto Sidinei Bastianini;00000000000000;Av Chico Julio;4440;Vl Chico Julio;Franca;(016) 3724-5835;Pratico;Nao;Nao;Sim
0000731088;Baixada;0;Auto E Alternativa;Auto Escola Alternativa Jacarei Ltda;03211744000143;Rua Rui Barbosa;160;Centro;Jacarei;(012) 3952-3830;Pratico;Nao;Nao;Nao
0000040682;Baixada;0;Auto E Cidade Jardim;Osvaldo Marcelino Melare Belaz;00000000000000;Rua Antonio Nery;690;Centro;Tiete;(015) 3282-2275;Pratico;Nao;Nao;Sim
0000521690;Bloqueado;0;Auto E Dois Irmaos;Centro De Formacao De Condutores Acmc Ltda Me;12452407000139;Rua Maximo Biondo;108;Vila Leontina;Sumare;(019) 3828-4468;Pratico;Nao;Nao;Nao
0000611690;Bloqueado;0;Auto E Interlagos;Luiz Cesar Fernandes Auto Escola Me;51376283000101;Av Santo Irineu;519;Matao;Sumare;(019) 3832-7906;Pratico;Nao;Nao;Nao
0020950122;Bloqueado;0;Auto E Moto Escola Teofilo Ltda;Auto E Moto Escola Teofilo Ltda;02466334000180;Av Brig Luis Antonio;1621;Bela Vista;Sao Paulo;(011) 2878-743;Pratico;Nao;Nao;Nao
0000160731;Baixada;0;Auto E Mt Esc Elaine;Centro De Formacao De Condutores Elaine Sc Ldta;00000000000000;Praca Dez De Marco;131;Centro;Ituverava;(016) 3839-0583;Teorico;Nao;Nao;Sim
0000011186;Baixada;0;Auto E Mt Esc Tg Min;Auto E Moto Escola Triangulo Mineiro S/c Ltda;00000000000000;Av Romeu Viana Romanelli;1640;Centro;Cardoso;(017) 4531-696;Pratico;Nao;Nao;Sim
0000190780;Bloqueado;0;Auto E N Porangaba;Manoel Goncalves E Cia Ltda Me;56416795000259;Av Cristiano Manoel De Miranda;979;Vila Sao Luiz;Porangaba;(011) 3627-7000;Pratico;Nao;Nao;Nao
0000041200;Bloqueado;0;Auto E Sao Cristovao;Auto Escola Sao Cristovao Auriflama Ltda Me;10972186000102;Av Joao Rodrigues Fernandes;5664;Centro;Auriflama;(017) 3482-2717;Teorico e prático;Nao;Sim;Sim
0000040402;Baixada;0;Auto E Sao Cristovao;Auto Escola Sao Cristovao Novo Horizonte Ltda Me;02992151000107;Rua Prudente De Moraes;574;Centro;Novo Horizonte;(017) 3542-4330;Pratico;Nao;Nao;Nao
0000191074;Baixada;0;Auto E Sao Paulo;Centro De Formacao De Condutor Sao Paulo S/c Ltda;00000000000000;Av Guaruja;133;Pae Cara;Guaruja;(013) 3352-3308;Pratico;Nao;Nao;Sim
0000640136;Bloqueado;0;Auto E Sao Sebastiao;Centro De Form D Condutores Sao Sebastiao S/c Ltda;04936154000221;Av Independencia;356;Independencia;Taubate;(012) 3424-8371;Pratico;Nao;Nao;Nao
0000460087;Baixada;100;Auto E Sto Antonio;Auto Escola Santo Antonio S/c Ltda.;00000000000000;Trav Maria Meniero;43;Vila Rezende;Piracicaba;(019) 4214-440;Pratico;Nao;Nao;Sim
0001060661;Bloqueado;0;Auto E. Dom Bosco;Auto Escola Dom Bosco Sc Ltda;02034545000225;R Sao Vito;1550;Jd America;Americana;(019) 3468-4695;Pratico;Nao;Nao;Nao
0000580129;Bloqueado;0;Auto E. Preferencial;Auto Moto Escola Preferencial S/c Ltda;01635635000128;Av. Cel. Nogueira Padilha;178;V Hortencia;Sorocaba;(015) 2328-976;Pratico;Nao;Nao;Nao
0000610129;Bloqueado;0;Auto E. Progresso;Auto Escola Progresso Ltda-me;58570094000114;R Mascarenhas Camelo;1138;Alem Linha;Sorocaba;(015) 2334-624;Pratico;Nao;Nao;Nao
0000670129;Bloqueado;0;Auto E. Sao Paulo;Auto Escola Sao Paulo S/c Ltda-me;50807825000190;Av Sao Paulo;40;Alem Ponte;Sorocaba;(015) 2331-320;Pratico;Nao;Nao;Nao
0000790913;Bloqueado;0;Auto E. Sertaozinho;Auto Escola Gregory Ltda Me;08140490000133;Avenida Jose Ferreira Dos Reis;85;Shangri La;Sertaozinho;(016) 3491-3731;Pratico;Nao;Nao;Nao
0000010780;Baixada;0;Auto Econchense;Auto Escola Nova Conchas Ltda Me;59359208000144;Pc Nicolau Pinfindi;42;Centro;Conchas;(014) 3845-2271;Pratico;Nao;Nao;Nao
0000340276;Bloqueado;0;Auto Es Rcho Grande;Auto Escola Rancho Grande De Itu Sc Ltda;02624227000133;Av Francisco Ernesto Favero;204;Rancho Grande;Itu;(011) 4024-7043;Pratico;Nao;Nao;Nao
0000071935;Baixada;0;Auto Es Sto Expedito;Auto Escola Santo Expedito De Piacatu Sc Ltda;00000000000000;Rua Felipe Dos Santos;430;Centro;Piacatu;(018) 6831-105;Teorico e prático;Nao;Nao;Sim
0000400038;Bloqueado;0;Auto Esc Alternativa;Cfc Alternativa Toani & Vicentini Ltda;07405708000171;R Joao Passos;1226;Centro;Botucatu;(014) 9621-3644;Pratico;Nao;Nao;Nao
0000491515;Bloqueado;0;Auto Esc Auto Giro;Auto Escola Auto Giro Ltda Me;01988480000103;R Paulo Augusto De Andrade;600;Jd S J Tadeu;Taboao Da Serra;(011) 4137-0197;Pratico;Nao;Nao;Nao
0000040612;Baixada;0;Auto Esc Bandeirante;Centro De Form De Cond Automotivos Cosmorama Ltda;00000000000000;Av Rafael Sabadoto;766;Centro;Cosmorama;(017) 3836-1344;Teorico e prático;Nao;Nao;Sim
0000012313;Baixada;0;Auto Esc Bela Vista;Centro De Formacao De Condutores Vitoria Ss Ltda;00000000000000;Rua Augusto Bastos;1707;Centro;Ouroeste;(017) 3843-4648;Teorico;Nao;Sim;Sim
0000070234;Baixada;100;Auto Esc Belvedere;Auto Escola Belvedere Ltda-me;44700904000103;Rua Dona Regina;136;Jd Belvedere;Araras;(019) 3541-3186;Pratico;Nao;Nao;Nao
0000131312;Bloqueado;100;Auto Esc Centro Novo;Auto Escola Centro Novo Sc Ltda;50160639000102;R Rubiao Junior;15;N Colonial;Ribeirao Pires;(011) 4594-587;Pratico;Nao;Nao;Nao
0000310500;Bloqueado;0;Auto Esc Confianca;Centro De Formacao De Condutores S.r Ltda-me;23643179000109;R Avelino Domingues Menk;186;Centro;Guapiara;(015) 3547-1490;Teorico;Nao;Nao;Nao
0000102110;Baixada;91;Auto Esc Esperanca;Cfc Real Esperanca Ltda Me;20762494000159;Rua General Ozorio;321;Centro;Boa Esperanca Do Sul;(016) 3346-1248;Teorico e prático;Nao;Nao;Sim
0000521074;Bloqueado;0;Auto Esc Expressao;Centro De Formacao De Condutores Expressao Ltda;09476521000275;Av Das Acacias;45;Jd Primavera;Guaruja;(013) 3355-3355;Pratico;Nao;Nao;Nao
0000280927;Baixada;0;Auto Esc Fatima Ii;Centro Formacao Condutores B Fatima Ii Sc Ltda Me;00000000000000;Avenida Nove De Julho;280;Centro;Poa;(000) 0;Pratico;Nao;Nao;Sim
0000490031;Baixada;0;Auto Esc Formula I;Auto Escola Preferencial Sc Ltda -filial Formula I;00000000000000;R Monsenhor Claro;305;Centro;Bauru;(014) 2270-066;Pratico;Nao;Nao;Sim
0003790241;Bloqueado;0;Auto Esc Formula I;Gislaine Ferraz S/c Ltda;02420159000190;R Dr Trajano De Barros Camarg;1263;Centro;Limeira;(019) 4417-817;Pratico;Nao;Nao;Nao
0002230101;Bloqueado;0;Auto Esc Ganha Tempo;Centro De Formacao De Cond Ganha Tempo Ltda Me;07520180000181;Rua Paraiba;435;Campos Eliseos;Ribeirao Preto;(000) 3610-9139;Pratico;Nao;Nao;Nao
0000100563;Baixada;0;Auto Esc Globo;Centro De Formacao De Condutores Globo Sc Ltda;04755736000120;Rua Fernando Costa;442;Centro;Osvaldo Cruz;(018) 3528-4939;Pratico;Nao;Nao;Nao
0000071620;Baixada;50;Auto Esc Indiapora;Centro De Form De Condut Cat Ab Indipaora S/c Ltda;00000000000000;Rua Manoel Urquiza Nogueira;1163;Centro;Indiapora;(017) 3842-1441;Teorico e prático;Nao;Nao;Sim
0000220801;Bloqueado;0;Auto Esc Interlagos;Centro De Formacao De Condutores A/b Ideal Ltda Me;11090334000110;Av Clemente Pereira;950;Portal Do Sol;Regente Feijo;(018) 3279-3432;Teorico e prático;Nao;Nao;Nao
0000671081;Baixada;0;Auto Esc M Ferrari;Alaide Da Cruz Silva - Me;00000000000000;Rua General Labatut;141;Jd Piratininga;Osasco;(011) 3599-6653;Pratico;Nao;Nao;Sim
